OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,Shape__Length
183,4_367770_15__33_I,20240628,4,367770,001,1,1,1,15,,33,18,TI,I,ESTACION DEL ARTE,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20220217,20220131,,674.9789044664,22.96,4,92,29,,,4__1_____1_IT_1_4_15__33_TI_I_18,,,,4__1___,674.977828959031
184,4_367771_15__34_I,20240628,4,367771,001,1,2,1,15,,34,16,TI,I,ESTACION DEL ARTE,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20220217,20220131,,308.423956010122,22.96,4,92,29,,,4__1_____2_IT_1_4_15__34_TI_I_16,,,,4__1___,308.424022518916
185,4_367770_16__35_I,20240628,4,367770,001,1,1,1,16,,35,19,TI,I,ATOCHA,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20220217,20220131,,308.981287298045,22.96,4,90,54,,,4__1_____1_IT_1_4_16__35_TI_I_19,,,,4__1___,308.981213006486
186,4_367771_16__36_I,20240628,4,367771,001,1,2,1,16,,36,15,TI,I,ATOCHA,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20220217,20220131,,702.786949584886,22.96,4,90,54,,,4__1_____2_IT_1_4_16__36_TI_I_15,,,,4__1___,702.785920378751
187,4_367770_17__37_I,20240628,4,367770,001,1,1,1,17,,37,20,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20220217,20220131,,701.876867823958,22.96,4,93,272,,,4__1_____1_IT_1_4_17__37_TI_I_20,,,,4__1___,701.875924315872
188,4_367771_17__38_I,20240628,4,367771,001,1,2,1,17,,38,14,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20220217,20220131,,538.623069832559,22.96,4,93,272,,,4__1_____2_IT_1_4_17__38_TI_I_14,,,,4__1___,538.623644998522
189,4_367770_18__39_I,20240628,4,367770,001,1,1,1,18,,39,21,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20220217,20220131,,539.783078267116,22.96,4,92,53,,,4__1_____1_IT_1_4_18__39_TI_I_21,,,,4__1___,539.78358682246
190,4_367771_18__40_I,20240628,4,367771,001,1,2,1,18,,40,13,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20220217,20220131,,713.31948755965,22.96,4,92,53,,,4__1_____2_IT_1_4_18__40_TI_I_13,,,,4__1___,713.320370413654
191,4_367770_19__41_I,20240628,4,367770,001,1,1,1,19,,41,22,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20220217,20220131,,712.551579746634,22.96,4,92,51,,,4__1_____1_IT_1_4_19__41_TI_I_22,,,,4__1___,712.552458715455
192,4_367771_19__42_I,20240628,4,367771,001,1,2,1,19,,42,12,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20220217,20220131,,471.115883324982,22.96,4,92,51,,,4__1_____2_IT_1_4_19__42_TI_I_12,,,,4__1___,471.116547925355
193,4_336280_197__411_I,20240628,4,336280,101,10a,1,1,197,,411,12,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,665.824018664706,31.12,4,92,64,,,4__10_A____1_IT_1_4_197__411_TI_I_12,,,,4__10_A__,665.821151118318
194,4_336281_197__412_I,20240628,4,336281,101,10a,2,1,197,,412,10,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,937.473,31.12,4,92,64,,,4__10_A____2_IT_1_4_197__412_TI_I_10,,,,4__10_A__,937.471086298683
195,4_336280_198__413_I,20240628,4,336280,101,10a,1,1,198,,413,13,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,907.874145680392,31.12,4,90,18,,,4__10_A____1_IT_1_4_198__413_TI_I_13,,,,4__10_A__,907.871145048942
196,4_336281_198__414_I,20240628,4,336281,101,10a,2,1,198,,414,9,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,1538.79,31.12,4,90,18,,,4__10_A____2_IT_1_4_198__414_TI_I_9,,,,4__10_A__,1538.7844797249
197,4_336280_199__415_I,20240628,4,336280,101,10a,1,1,199,,415,14,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1766.07477408003,31.12,4,93,254,,,4__10_A____1_IT_1_4_199__415_TI_I_14,,,,4__10_A__,1766.07062719787
198,4_336281_199__416_I,20240628,4,336281,101,10a,2,1,199,,416,8,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1920.437,31.12,4,93,254,,,4__10_A____2_IT_1_4_199__416_TI_I_8,,,,4__10_A__,1920.43317291654
199,4_336280_200__417_I,20240628,4,336280,101,10a,1,1,200,,417,15,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,1918.45850846236,31.12,4,93,158,,,4__10_A____1_IT_1_4_200__417_TI_I_15,,,,4__10_A__,1918.45459181423
200,4_336281_200__418_I,20240628,4,336281,101,10a,2,1,200,,418,7,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,928.354,31.12,4,93,158,,,4__10_A____2_IT_1_4_200__418_TI_I_7,,,,4__10_A__,928.352100443134
201,4_336280_201__419_I,20240628,4,336280,101,10a,1,1,201,,419,16,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,921.38581770468,31.12,4,91,42,,,4__10_A____1_IT_1_4_201__419_TI_I_16,,,,4__10_A__,921.384090752443
202,4_336281_201__420_I,20240628,4,336281,101,10a,2,1,201,,420,6,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,1304.781,31.12,4,91,42,,,4__10_A____2_IT_1_4_201__420_TI_I_6,,,,4__10_A__,1304.77758661522
203,4_336280_202__421_I,20240628,4,336280,101,10a,1,1,202,,421,17,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1310.47638421292,31.12,4,91,43,,,4__10_A____1_IT_1_4_202__421_TI_I_17,,,,4__10_A__,1310.47228781093
204,4_336281_202__422_I,20240628,4,336281,101,10a,2,1,202,,422,5,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1719.862,31.12,4,91,43,,,4__10_A____2_IT_1_4_202__422_TI_I_5,,,,4__10_A__,1719.86535028295
205,4_343167_206__430_C,20240628,4,343167,011,11,2,1,206,,430,7,TI,C,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20101008,20101005,,900.485,26.52,4,90,36,,,4__11_____2_IT_1_4_206__430_TI_C_7,,,,4__11___,900.483283304829
206,4_343166_207__431_I,20240628,4,343166,011,11,1,1,207,,431,2,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,899.641,26.52,4,93,431,,,4__11_____1_IT_1_4_207__431_TI_I_2,,,,4__11___,899.638784172662
207,4_343167_207__432_I,20240628,4,343167,011,11,2,1,207,,432,6,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,783.074,26.52,4,93,431,,,4__11_____2_IT_1_4_207__432_TI_I_6,,,,4__11___,783.074149897254
208,4_343166_208__433_I,20240628,4,343166,011,11,1,1,208,,433,3,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,783.737,26.52,4,93,288,,,4__11_____1_IT_1_4_208__433_TI_I_3,,,,4__11___,783.737938910069
209,4_343167_208__434_I,20240628,4,343167,011,11,2,1,208,,434,5,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,587.013,26.52,4,93,288,,,4__11_____2_IT_1_4_208__434_TI_I_5,,,,4__11___,587.01307297846
210,4_336280_193__403_I,20240628,4,336280,101,10a,1,1,193,,403,8,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,792.146023988993,31.12,4,90,71,,,4__10_A____1_IT_1_4_193__403_TI_I_8,,,,4__10_A__,792.150069559066
211,4_336281_193__404_I,20240628,4,336281,101,10a,2,1,193,,404,14,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,869.352,31.12,4,90,71,,,4__10_A____2_IT_1_4_193__404_TI_I_14,,,,4__10_A__,869.356993526439
212,4_336280_194__405_I,20240628,4,336280,101,10a,1,1,194,,405,9,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,869.126023533196,31.12,4,92,223,,,4__10_A____1_IT_1_4_194__405_TI_I_9,,,,4__10_A__,869.130390539355
213,4_336281_194__406_I,20240628,4,336281,101,10a,2,1,194,,406,13,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,1137.306,31.12,4,92,223,,,4__10_A____2_IT_1_4_194__406_TI_I_13,,,,4__10_A__,1137.30958996065
214,4_336280_195__407_I,20240628,4,336280,101,10a,1,1,195,,407,10,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,1141.36249995216,31.12,4,92,133,,,4__10_A____1_IT_1_4_195__407_TI_I_10,,,,4__10_A__,1141.36532782757
215,4_336281_195__408_I,20240628,4,336281,101,10a,2,1,195,,408,12,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,596.593,31.12,4,92,133,,,4__10_A____2_IT_1_4_195__408_TI_I_12,,,,4__10_A__,596.591180517814
216,4_336280_196__409_I,20240628,4,336280,101,10a,1,1,196,,409,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,598.979563355943,31.12,4,92,355,,,4__10_A____1_IT_1_4_196__409_TI_I_11,,,,4__10_A__,598.977866821849
217,4_336281_196__410_I,20240628,4,336281,101,10a,2,1,196,,410,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,665.992,31.12,4,92,355,,,4__10_A____2_IT_1_4_196__410_TI_I_11,,,,4__10_A__,665.990131101116
218,4_354329_162__339_I,20240628,4,354329,091,9A,1,1,162,,339,4,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,966.563,26.81,4,93,156,,,4__9_A____1_IT_1_4_162__339_TI_I_4,,,,4__9_A__,966.568013535567
219,4_354330_162__340_I,20240628,4,354330,091,9A,2,1,162,,340,21,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,1029.825,26.81,4,93,156,,,4__9_A____2_IT_1_4_162__340_TI_I_21,,,,4__9_A__,1029.82785843303
220,4_354329_163__341_I,20240628,4,354329,091,9A,1,1,163,,341,5,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,1027.091,26.81,4,93,368,,,4__9_A____1_IT_1_4_163__341_TI_I_5,,,,4__9_A__,1027.09393344163
221,4_354330_163__342_I,20240628,4,354330,091,9A,2,1,163,,342,20,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,882.344,26.81,4,93,368,,,4__9_A____2_IT_1_4_163__342_TI_I_20,,,,4__9_A__,882.343275773275
222,4_354329_164__343_I,20240628,4,354329,091,9A,1,1,164,,343,6,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,874.877,26.81,4,90,21,,,4__9_A____1_IT_1_4_164__343_TI_I_6,,,,4__9_A__,874.876430343691
223,4_354330_164__344_I,20240628,4,354330,091,9A,2,1,164,,344,19,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,614.556,26.81,4,90,21,,,4__9_A____2_IT_1_4_164__344_TI_I_19,,,,4__9_A__,614.553460215917
224,4_354329_165__345_I,20240628,4,354329,091,9A,1,1,165,,345,7,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,617.12,26.81,4,93,200,,,4__9_A____1_IT_1_4_165__345_TI_I_7,,,,4__9_A__,617.117826120081
225,4_354330_165__346_I,20240628,4,354330,091,9A,2,1,165,,346,18,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,743.838,26.81,4,93,200,,,4__9_A____2_IT_1_4_165__346_TI_I_18,,,,4__9_A__,743.83919566054
226,4_354329_166__347_I,20240628,4,354329,091,9A,1,1,166,,347,8,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,753.186,26.81,4,93,300,,,4__9_A____1_IT_1_4_166__347_TI_I_8,,,,4__9_A__,753.188010327819
227,4_354330_166__348_I,20240628,4,354330,091,9A,2,1,166,,348,17,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,704.643,26.81,4,93,300,,,4__9_A____2_IT_1_4_166__348_TI_I_17,,,,4__9_A__,704.64683644655
228,4_354329_167__349_I,20240628,4,354329,091,9A,1,1,167,,349,9,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,704.36,26.81,4,93,77,,,4__9_A____1_IT_1_4_167__349_TI_I_9,,,,4__9_A__,704.363595680987
229,4_354330_167__350_I,20240628,4,354330,091,9A,2,1,167,,350,16,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,724.87,26.81,4,93,77,,,4__9_A____2_IT_1_4_167__350_TI_I_16,,,,4__9_A__,724.873842356084
230,4_354329_168__351_I,20240628,4,354329,091,9A,1,1,168,,351,10,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,724.578,26.81,4,93,175,,,4__9_A____1_IT_1_4_168__351_TI_I_10,,,,4__9_A__,724.582177364279
231,4_354330_168__352_I,20240628,4,354330,091,9A,2,1,168,,352,15,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,718.474,26.81,4,93,175,,,4__9_A____2_IT_1_4_168__352_TI_I_15,,,,4__9_A__,718.477903130819
232,4_354329_169__353_I,20240628,4,354329,091,9A,1,1,169,,353,11,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,718.335,26.81,4,93,179,,,4__9_A____1_IT_1_4_169__353_TI_I_11,,,,4__9_A__,718.339041752745
233,4_354330_169__354_I,20240628,4,354330,091,9A,2,1,169,,354,14,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,709.968,26.81,4,93,179,,,4__9_A____2_IT_1_4_169__354_TI_I_14,,,,4__9_A__,709.972327619926
234,4_354329_170__355_I,20240628,4,354329,091,9A,1,1,170,,355,12,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,709.73,26.81,4,90,4,,,4__9_A____1_IT_1_4_170__355_TI_I_12,,,,4__9_A__,709.733726194887
235,4_354330_170__356_I,20240628,4,354330,091,9A,2,1,170,,356,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,727.497,26.81,4,90,4,,,4__9_A____2_IT_1_4_170__356_TI_I_13,,,,4__9_A__,727.500614543505
236,4_354329_172__359_I,20240628,4,354329,091,9A,1,1,172,,359,14,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,825.731,26.81,4,93,301,,,4__9_A____1_IT_1_4_172__359_TI_I_14,,,,4__9_A__,825.735176134261
237,4_354330_172__360_I,20240628,4,354330,091,9A,2,1,172,,360,11,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,719.766,26.81,4,93,301,,,4__9_A____2_IT_1_4_172__360_TI_I_11,,,,4__9_A__,719.770127938242
238,4_354329_173__361_I,20240628,4,354329,091,9A,1,1,173,,361,15,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,718.542,26.81,4,93,236,,,4__9_A____1_IT_1_4_173__361_TI_I_15,,,,4__9_A__,718.546443077009
239,4_354330_173__362_I,20240628,4,354330,091,9A,2,1,173,,362,10,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,958.999,26.81,4,93,236,,,4__9_A____2_IT_1_4_173__362_TI_I_10,,,,4__9_A__,958.999895659807
240,4_354329_174__363_I,20240628,4,354329,091,9A,1,1,174,,363,16,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,951.661,26.81,4,93,324,,,4__9_A____1_IT_1_4_174__363_TI_I_16,,,,4__9_A__,951.660980455943
241,4_354330_174__364_I,20240628,4,354330,091,9A,2,1,174,,364,9,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,837.984,26.81,4,93,324,,,4__9_A____2_IT_1_4_174__364_TI_I_9,,,,4__9_A__,837.984445213455
242,4_354329_175__365_I,20240628,4,354329,091,9A,1,1,175,,365,17,TI,I,ESTRELLA,28,079,MADRID,A,Calle del Camino de los Vinateros N 1,20150325,20150325,,840.255,26.81,4,93,212,,,4__9_A____1_IT_1_4_175__365_TI_I_17,,,,4__9_A__,840.255102841428
243,4_354330_175__366_I,20240628,4,354330,091,9A,2,1,175,,366,8,TI,I,ESTRELLA,28,079,MADRID,A,Calle del Camino de los Vinateros N 1,20150325,20150325,,904.737,26.81,4,93,212,,,4__9_A____2_IT_1_4_175__366_TI_I_8,,,,4__9_A__,904.735632689188
244,4_354329_176__367_I,20240628,4,354329,091,9A,1,1,176,,367,18,TI,I,VINATEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 70,20150325,20150325,,905.122,26.81,4,93,372,,,4__9_A____1_IT_1_4_176__367_TI_I_18,,,,4__9_A__,905.120631087998
245,4_354330_176__368_I,20240628,4,354330,091,9A,2,1,176,,368,7,TI,I,VINATEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 70,20150325,20150325,,851.189,26.81,4,93,372,,,4__9_A____2_IT_1_4_176__368_TI_I_7,,,,4__9_A__,851.190444700838
246,4_354329_177__369_I,20240628,4,354329,091,9A,1,1,177,,369,19,TI,I,ARTILLEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 210,20150325,20150325,,853.276,26.81,4,93,144,,,4__9_A____1_IT_1_4_177__369_TI_I_19,,,,4__9_A__,853.277193862741
247,4_354330_177__370_I,20240628,4,354330,091,9A,2,1,177,,370,6,TI,I,ARTILLEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 210,20150325,20150325,,940.51,26.81,4,93,144,,,4__9_A____2_IT_1_4_177__370_TI_I_6,,,,4__9_A__,940.513081618887
248,4_354329_178__371_I,20240628,4,354329,091,9A,1,1,178,,371,20,TI,I,PAVONES,28,079,MADRID,A,Calle de la Hacienda de Pavones N 342,20150325,20150325,,938.025,26.81,4,91,52,,,4__9_A____1_IT_1_4_178__371_TI_I_20,,,,4__9_A__,938.027696317727
249,4_354330_178__372_I,20240628,4,354330,091,9A,2,1,178,,372,5,TI,I,PAVONES,28,079,MADRID,A,Calle de la Hacienda de Pavones N 342,20150325,20150325,,1417.659,26.81,4,91,52,,,4__9_A____2_IT_1_4_178__372_TI_I_5,,,,4__9_A__,1417.66084023174
250,4_354329_179__373_I,20240628,4,354329,091,9A,1,1,179,,373,21,TI,I,VALDEBERNARDO,28,079,MADRID,A,Bulv de Indalecio Prieto N 26,20150325,20150325,,1412.685,26.81,4,93,361,,,4__9_A____1_IT_1_4_179__373_TI_I_21,,,,4__9_A__,1412.68724570503
251,4_354330_179__374_I,20240628,4,354330,091,9A,2,1,179,,374,4,TI,I,VALDEBERNARDO,28,079,MADRID,A,Bulv de Indalecio Prieto N 26,20150325,20150325,,1381.312,26.81,4,93,361,,,4__9_A____2_IT_1_4_179__374_TI_I_4,,,,4__9_A__,1381.31379387283
252,4_354329_180__375_I,20240628,4,354329,091,9A,1,1,180,,375,22,TI,I,VICALVARO,28,079,MADRID,A,Calle de San Cipriano N 11,20150325,20150325,,1384.662,26.81,4,93,26,,,4__9_A____1_IT_1_4_180__375_TI_I_22,,,,4__9_A__,1384.66418379323
253,4_354330_180__376_I,20240628,4,354330,091,9A,2,1,180,,376,3,TI,I,VICALVARO,28,079,MADRID,A,Calle de San Cipriano N 11,20150325,20150325,,512.747,26.81,4,93,26,,,4__9_A____2_IT_1_4_180__376_TI_I_3,,,,4__9_A__,512.747438248141
254,4_354330_181__378_I,20240628,4,354330,091,9A,2,1,181,,378,2,TI,I,SAN CIPRIANO,28,079,MADRID,A,Calle de San Cipriano N 68,20150325,20150325,,648.056,26.81,4,93,327,,,4__9_A____2_IT_1_4_181__378_TI_I_2,,,,4__9_A__,648.058613486854
255,4_354329_181__377_I,20240628,4,354329,091,9A,1,1,181,,377,23,TI,I,SAN CIPRIANO,28,079,MADRID,A,Calle de San Cipriano N 68,20150325,20150325,,512.031,26.81,4,93,327,,,4__9_A____1_IT_1_4_181__377_TI_I_23,,,,4__9_A__,512.03198486338
256,4_330932_182__382_C,20240628,4,330932,092,9B,2,1,182,,382,6,TI,C,PUERTA DE ARGANDA,28,079,MADRID,A,Calle de San Cipriano N 85,20020220,20000107,,5750.268,54.34,4,91,39,,,4__9_B____2_IT_1_4_182__382_TI_C_6,,,,4__9_B__,5750.30058844768
257,4_354329_182__379_T,20240628,4,354329,091,9A,1,1,182,,379,24,TI,T,PUERTA DE ARGANDA,28,079,MADRID,A,Calle de San Cipriano N 85,20150325,20150325,,652.745,26.81,4,91,39,,,4__9_A____1_IT_1_4_182__379_TI_T_24,,,,4__9_A__,652.747797487531
258,4_336280_187__391_I,20240628,4,336280,101,10a,1,1,187,,391,2,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de la Fuente Chica N 21,20070425,20070426,,774.06427894722,31.12,4,93,440,,,4__10_A____1_IT_1_4_187__391_TI_I_2,,,,4__10_A__,774.068325644028
259,4_336281_187__392_I,20240628,4,336281,101,10a,2,1,187,,392,20,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de la Fuente Chica N 21,20070425,20070426,,1427.681,31.12,4,93,440,,,4__10_A____2_IT_1_4_187__392_TI_I_20,,,,4__10_A__,1427.68899390405
260,4_336280_188__393_I,20240628,4,336280,101,10a,1,1,188,,393,3,TI,I,BEGOÑA,28,079,MADRID,A,Paseo de la Castellana N 261,20070425,20070426,,1426.99357283185,31.12,4,92,28,,,4__10_A____1_IT_1_4_188__393_TI_I_3,,,,4__10_A__,1427.00123772253
261,4_336281_188__394_I,20240628,4,336281,101,10a,2,1,188,,394,19,TI,I,BEGOÑA,28,079,MADRID,A,Paseo de la Castellana N 261,20070425,20070426,,1028.301,31.12,4,92,28,,,4__10_A____2_IT_1_4_188__394_TI_I_19,,,,4__10_A__,1028.30680009029
262,4_336280_189__395_I,20240628,4,336280,101,10a,1,1,189,,395,4,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070425,20070426,,1032.49338775444,31.12,4,90,25,,,4__10_A____1_IT_1_4_189__395_TI_I_4,,,,4__10_A__,1032.4989360219
263,4_336281_189__396_I,20240628,4,336281,101,10a,2,1,189,,396,18,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070425,20070426,,838.479,31.12,4,90,25,,,4__10_A____2_IT_1_4_189__396_TI_I_18,,,,4__10_A__,838.480540820571
264,4_336280_191__399_I,20240628,4,336280,101,10a,1,1,191,,399,6,TI,I,CUZCO,28,079,MADRID,A,Paseo de la Castellana N 162,20070425,20070426,,914.896410323932,31.12,4,93,180,,,4__10_A____1_IT_1_4_191__399_TI_I_6,,,,4__10_A__,914.900082440348
265,4_336281_191__400_I,20240628,4,336281,101,10a,2,1,191,,400,16,TI,I,CUZCO,28,079,MADRID,A,Paseo de la Castellana N 162,20070425,20070426,,795.975,31.12,4,93,180,,,4__10_A____2_IT_1_4_191__400_TI_I_16,,,,4__10_A__,795.979529309335
266,4_336280_192__401_I,20240628,4,336280,101,10a,1,1,192,,401,7,TI,I,SANTIAGO BERNABEU,28,079,MADRID,A,Paseo de la Castellana N 97,20070425,20070426,,796.313120967398,31.12,4,92,342,,,4__10_A____1_IT_1_4_192__401_TI_I_7,,,,4__10_A__,796.317215594436
267,4_336281_192__402_I,20240628,4,336281,101,10a,2,1,192,,402,15,TI,I,SANTIAGO BERNABEU,28,079,MADRID,A,Paseo de la Castellana N 97,20070425,20070426,,792.513,31.12,4,92,342,,,4__10_A____2_IT_1_4_192__402_TI_I_15,,,,4__10_A__,792.517713396738
268,4_362764_122__257_I,20240628,4,362764,061,6-1,1,1,122,,257,20,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,20181129,20181201,,744.435,25.65,4,93,225,,,4__6_1____1_IT_1_4_122__257_TI_I_20,,,,4__6_1__,744.431400269372
269,4_362765_122__258_I,20240628,4,362765,062,6-2,1,1,122,,258,10,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,20181129,20181201,,635.697,25.57,4,93,225,,,4__6_2____1_IT_1_4_122__258_TI_I_10,,,,4__6_2__,635.694471433211
270,4_362764_121__255_I,20240628,4,362764,061,6-1,1,1,121,,255,19,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 9,20181129,20181201,,760.84,25.65,4,91,40,,,4__6_1____1_IT_1_4_121__255_TI_I_19,,,,4__6_1__,760.837096260472
271,4_362765_121__256_I,20240628,4,362765,062,6-2,1,1,121,,256,11,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 9,20181129,20181201,,747.424,25.57,4,91,40,,,4__6_2____1_IT_1_4_121__256_TI_I_11,,,,4__6_2__,747.420672568979
272,4_362764_123__259_I,20240628,4,362764,061,6-1,1,1,123,,259,21,TI,I,VICENTE ALEIXANDRE,28,079,MADRID,A,Avda de Gregorio del Amo N 4,20181129,20181201,,637.731,25.65,4,93,273,,,4__6_1____1_IT_1_4_123__259_TI_I_21,,,,4__6_1__,637.728694183611
273,4_362765_123__260_I,20240628,4,362765,062,6-2,1,1,123,,260,9,TI,I,VICENTE ALEIXANDRE,28,079,MADRID,A,Avda de Gregorio del Amo N 4,20181129,20181201,,695.387,25.57,4,93,273,,,4__6_2____1_IT_1_4_123__260_TI_I_9,,,,4__6_2__,695.385186986979
